annotator	line_number	vclaim_id	vclaim_url	date	label	sentence	vclaim	stance	verdict	
ni	316	1429	http://politifact.com/west-virginia/statements/2018/oct/23/donald-trump/african-american-hispanic-poverty-all-time-low/	on Tuesday, October 23rd, 2018	TRUE	He sees Hispanic unemployment at the lowest it's been in the history of our country.	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.	repeated	repeated	
ni	316	5292	http://politifact.com/truth-o-meter/statements/2016/mar/10/bernie-sanders/bernie-sanders-statistic-black-hispanic-unemployme/	on Thursday, March 10th, 2016	Mostly True	He sees Hispanic unemployment at the lowest it's been in the history of our country.	If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed.  AfricanAmerican kids are unemployed or underemployed to the tune of 51 percent.	repeated	repeated	
ai	317	2141	http://politifact.com/truth-o-meter/statements/2018/apr/26/donald-trump/donald-trump-target-remarks-unemployment-kanye/	on Thursday, April 26th, 2018	Mostly True	He sees, by the way, female unemployment  women unemployment the lowest it's been in now almost 19 years.	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	agree	TRUE	
ai	317	11278	http://politifact.com/truth-o-meter/statements/2012/apr/12/mitt-romney/mitt-romney-chart-claims-barack-obama-has-worst-re/	on Thursday, April 12th, 2012	Mostly False	He sees, by the way, female unemployment  women unemployment the lowest it's been in now almost 19 years.	What president has the worst record on female labor force participation? Barack Obama.	unrelated	unknown	
ai	317	121	http://politifact.com/west-virginia/statements/2019/sep/26/west-virginia-republican-party/unemployment-women-lowest-point-almost-70-years/	on Thursday, September 26th, 2019	Mostly True	He sees, by the way, female unemployment  women unemployment the lowest it's been in now almost 19 years.	Womens unemployment has been lower under President Trump than its been in nearly 70 years.	agree	TRUE	
ni	317	2141	http://politifact.com/truth-o-meter/statements/2018/apr/26/donald-trump/donald-trump-target-remarks-unemployment-kanye/	on Thursday, April 26th, 2018	Mostly True	He sees, by the way, female unemployment  women unemployment the lowest it's been in now almost 19 years.	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	repeated	repeated	
ni	317	121	http://politifact.com/west-virginia/statements/2019/sep/26/west-virginia-republican-party/unemployment-women-lowest-point-almost-70-years/	on Thursday, September 26th, 2019	Mostly True	He sees, by the way, female unemployment  women unemployment the lowest it's been in now almost 19 years.	Womens unemployment has been lower under President Trump than its been in nearly 70 years.	repeated	repeated	
ni	325	6363	http://politifact.com/truth-o-meter/statements/2015/jun/02/martin-omalley/martin-omalley-says-70-us-are-earning-same-or-less/	on Tuesday, June 2nd, 2015	Half-True	We were going down.	Today in America, 70 percent of us are earning the same or less than we were 12 years ago, and this is the first time that that has happened this side of World War II.	not-claim	not-claim	
ai	332	8989	http://politifact.com/georgia/statements/2013/aug/15/kanye-west/west-hits-sour-notes-grammy-claim/	on Thursday, August 15th, 2013	Mostly False	Like, Chance the Rapper comes out and says black people don't have to be Democrats.	I have the most Grammys of anyone my age, but I haven't won one against a white person.	unrelated	unknown	
ai	332	245	http://politifact.com/truth-o-meter/statements/2019/aug/22/bernie-sanders/bernie-sanders-told-cardi-b-one-four-young-black-m/	on Thursday, August 22nd, 2019	Half-True	Like, Chance the Rapper comes out and says black people don't have to be Democrats.	We have something like one out of four young black men in this country end up in the criminal justice system. They may end up in jail, they may end up on parole, they may end up on probation.	unrelated	unknown	
ai	332	5357	http://politifact.com/truth-o-meter/statements/2016/feb/26/hillary-clinton/hillary-clinton-says-blacks-more-likely-be-arreste/	on Friday, February 26th, 2016	TRUE	Like, Chance the Rapper comes out and says black people don't have to be Democrats.	AfricanAmericans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.	unrelated	unknown	
ai	335	1418	http://politifact.com/facebook-fact-checks/statements/2018/oct/24/blog-posting/no-democratic-party-didnt-create-klu-klux-klan/	on Wednesday, October 24th, 2018	FALSE	People don't realize, you know, if you go back to the Civil War it was the Republicans that really did the thing.	The KKK was formed by the Democratic Party.	unrelated	unknown	
ai	335	3278	http://politifact.com/punditfact/statements/2017/may/23/theredshtickcom/trump-calling-kfcs-col-sanders-civil-war-hero-was-/	on Tuesday, May 23rd, 2017	Pants on Fire!	People don't realize, you know, if you go back to the Civil War it was the Republicans that really did the thing.	Donald Trump praises Colonel Sanders for his service in the Civil War.	unrelated	unknown	
ni	336	1793	http://politifact.com/truth-o-meter/statements/2018/jul/30/donald-trump/has-donald-trump-had-highest-poll-numbers-any-gop-/	on Monday, July 30th, 2018	FALSE	Lincoln was a Republican.	Wow, highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan.	agree	unknown	
ai	348	4283	http://politifact.com/truth-o-meter/statements/2016/sep/22/donald-trump/trumps-pants-fire-claim-blacks-are-absolutely-wors/	on Thursday, September 22nd, 2016	Pants on Fire!	The  obviously, the law enforcement that your community  the crime is at levels that nobody's ever seen before.	Our AfricanAmerican communities are absolutely in the worst shape they've ever been in before. Ever. Ever. Ever.	unrelated	unknown	
ai	353	4283	http://politifact.com/truth-o-meter/statements/2016/sep/22/donald-trump/trumps-pants-fire-claim-blacks-are-absolutely-wors/	on Thursday, September 22nd, 2016	Pants on Fire!	So now they've voted for me crime is way down and really importantly, the unemployment picture	Our AfricanAmerican communities are absolutely in the worst shape they've ever been in before. Ever. Ever. Ever.	unrelated	unknown	
ai	355	1429	http://politifact.com/west-virginia/statements/2018/oct/23/donald-trump/african-american-hispanic-poverty-all-time-low/	on Tuesday, October 23rd, 2018	TRUE	is the best it's been in the history of our country for AfricanAmericans.	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.	agree	TRUE	the sentence needs the previous sentences; suggestion is to fix the sentence by including the previous one.
ai	355	2608	http://politifact.com/truth-o-meter/statements/2017/dec/11/donald-trump/donald-trump-wrong-black-homeownership-rate-record/	on Monday, December 11th, 2017	FALSE	is the best it's been in the history of our country for AfricanAmericans.	Black homeownership just hit the highest level it has ever been in the history of our country.	agree	unknown	
ai	355	2537	http://politifact.com/truth-o-meter/statements/2018/jan/08/donald-trump/how-accurate-donald-trumps-about-black-hispa/	on Monday, January 8th, 2018	Mostly True	is the best it's been in the history of our country for AfricanAmericans.	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!	agree	TRUE	
ai	355	6922	http://politifact.com/punditfact/statements/2014/dec/11/nicholas-kristof/kristof-us-imprisons-blacks-rates-higher-south-afr/	on Thursday, December 11th, 2014	TRUE	is the best it's been in the history of our country for AfricanAmericans.	The United States right now incarcerates more AfricanAmericans as a percentage than apartheid South Africa did.	unrelated	unknown	
ai	355	5357	http://politifact.com/truth-o-meter/statements/2016/feb/26/hillary-clinton/hillary-clinton-says-blacks-more-likely-be-arreste/	on Friday, February 26th, 2016	TRUE	is the best it's been in the history of our country for AfricanAmericans.	AfricanAmericans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.	unrelated	unknown	
ai	355	4283	http://politifact.com/truth-o-meter/statements/2016/sep/22/donald-trump/trumps-pants-fire-claim-blacks-are-absolutely-wors/	on Thursday, September 22nd, 2016	Pants on Fire!	is the best it's been in the history of our country for AfricanAmericans.	Our AfricanAmerican communities are absolutely in the worst shape they've ever been in before. Ever. Ever. Ever.	unrelated	unknown	
ai	355	2141	http://politifact.com/truth-o-meter/statements/2018/apr/26/donald-trump/donald-trump-target-remarks-unemployment-kanye/	on Thursday, April 26th, 2018	Mostly True	is the best it's been in the history of our country for AfricanAmericans.	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	agree	TRUE	
ai	355	6124	http://politifact.com/truth-o-meter/statements/2015/aug/02/donald-trump/donald-trump-black-income-unemployment-worse-now-j/	on Sunday, August 2nd, 2015	FALSE	is the best it's been in the history of our country for AfricanAmericans.	Under President Barack Obama, income levels and unemployment numbers "are worse now than just about ever" for AfricanAmericans.	unrelated	unknown	
ni	355	1429	http://politifact.com/west-virginia/statements/2018/oct/23/donald-trump/african-american-hispanic-poverty-all-time-low/	on Tuesday, October 23rd, 2018	TRUE	is the best it's been in the history of our country for AfricanAmericans.	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.	repeated	repeated	
ni	355	2608	http://politifact.com/truth-o-meter/statements/2017/dec/11/donald-trump/donald-trump-wrong-black-homeownership-rate-record/	on Monday, December 11th, 2017	FALSE	is the best it's been in the history of our country for AfricanAmericans.	Black homeownership just hit the highest level it has ever been in the history of our country.	repeated	repeated	
ni	355	2537	http://politifact.com/truth-o-meter/statements/2018/jan/08/donald-trump/how-accurate-donald-trumps-about-black-hispa/	on Monday, January 8th, 2018	Mostly True	is the best it's been in the history of our country for AfricanAmericans.	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!	repeated	repeated	
ni	355	2141	http://politifact.com/truth-o-meter/statements/2018/apr/26/donald-trump/donald-trump-target-remarks-unemployment-kanye/	on Thursday, April 26th, 2018	Mostly True	is the best it's been in the history of our country for AfricanAmericans.	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	repeated	repeated	
ai	370	774	http://politifact.com/punditfact/statements/2019/apr/10/candace-owens/candace-owens-pants-fire-statement-southern-strate/	on Wednesday, April 10th, 2019	FALSE	Candace Owens.	The Southern strategy is a "myth" that "never happened."	not-claim	not-claim	
ai	379	16191	http://politifact.com/truth-o-meter/statements/2008/jun/03/hillary-clinton/counting-votes-is-tricky-this-year/	on Tuesday, June 3rd, 2008	Mostly False	I would rather have a popular election but it's a totally different campaign.	We are winning the popular vote.	not-claim	not-claim	
ni	385	3878	http://politifact.com/truth-o-meter/statements/2016/dec/12/donald-trump/donald-trumps-electoral-college-victory-was-not-ma/	on Monday, December 12th, 2016	FALSE	Yes, but we have an Electoral College	We had a massive landslide victory, as you know, in the Electoral College.	agree	unknown	
ni	385	3924	http://politifact.com/wisconsin/statements/2016/nov/21/reince-priebus/despite-losing-popular-vote-donald-trump-won-elect/	on Monday, November 21st, 2016	FALSE	Yes, but we have an Electoral College	Says Donald Trump's presidential victory was "an electoral landslide."	unrelated	unknown	
ni	420	3408	http://politifact.com/truth-o-meter/statements/2017/apr/19/donald-trump/trump-china-taking-unprecedented-steps-help-north-/	on Wednesday, April 19th, 2017	Half-True	First of all, we're doing very well with North Korea and we'll see how it all comes out.	With North Korea, "nobody has ever seen such a positive response on our behalf from China."	discuss	unknown	
ai	421	16411	http://politifact.com/truth-o-meter/statements/2008/jan/14/bill-clinton/bill-takes-obama-out-of-context/	on Monday, January 14th, 2008	Half-True	Again, Brian, I'm not like Obama where you go in and you have a Kerry, who's the worst negotiator I've ever seen.	Barack Obama "said in 2004 there was no difference between (Obama) and George Bush on the war."	unrelated	unknown	
ai	421	16138	http://politifact.com/truth-o-meter/statements/2008/jul/10/john-mccain/obama-shifts-emphasis-on-iraq-but-not-position/	on Thursday, July 10th, 2008	FALSE	Again, Brian, I'm not like Obama where you go in and you have a Kerry, who's the worst negotiator I've ever seen.	Barack Obama has "reversed" on his commitment "to begin withdrawing American troops from Iraq immediately."	unrelated	unknown	
ai	421	16113	http://politifact.com/truth-o-meter/statements/2008/jul/24/let-freedom-ring/his-tone-changed-but-not-his-position/	on Thursday, July 24th, 2008	FALSE	Again, Brian, I'm not like Obama where you go in and you have a Kerry, who's the worst negotiator I've ever seen.	Says Obama flipflopped on withdrawing troops from Iraq.	unrelated	unknown	
ai	422	4517	http://politifact.com/north-carolina/statements/2016/aug/05/richard-burr/nc-sen-richard-burr-says-nuclear-deal-will-arm-ira/	on Friday, August 5th, 2016	Half-True	He goes in for the Iran deal, he never leaves.	Says Barack Obama and Hillary Clinton are "responsible for leading America into a deal that will arm Iran."	unrelated	unknown	
ai	422	5215	http://politifact.com/truth-o-meter/statements/2016/mar/24/donald-trump/donald-trump-says-iran-military-will-have-nuclear/	on Thursday, March 24th, 2016	FALSE	He goes in for the Iran deal, he never leaves.	When those restrictions expire (in the Iran nuclear deal), Iran will have an industrialsize military nuclear capability ready to go.	unrelated	unknown	
ai	422	4433	http://politifact.com/illinois/statements/2016/aug/23/independent-voice-illinois-pac/anti-duckworth-super-pac-ad-goes-nuclear-iran-deal/	on Tuesday, August 23rd, 2016	Mostly False	He goes in for the Iran deal, he never leaves.	...Secret documents reveal that Iran could obtain a nuclear weapon far sooner than we were told. And Tammy Duckworth voted yes (on the Iran nuclear deal).	unrelated	unknown	
ai	422	4566	http://politifact.com/truth-o-meter/statements/2016/jul/29/hillary-clinton/hillary-clinton-says-us-put-lid-irans-nuclear-prog/	on Friday, July 29th, 2016	Mostly True	He goes in for the Iran deal, he never leaves.	We put a lid on Iran's nuclear program without firing a single shot.	unrelated	unknown	
ai	422	2810	http://politifact.com/truth-o-meter/statements/2017/oct/12/donald-trump/sen-bob-corker-responsible-iran-deal-donald-trump-/	on Thursday, October 12th, 2017	FALSE	He goes in for the Iran deal, he never leaves.	Bob Corker gave us the Iran Deal.	unrelated	unknown	
ai	422	2049	http://politifact.com/north-carolina/statements/2018/may/22/david-rouzer/congressman-deal-ensured-iran-could-hit-us-nuclear/	on Tuesday, May 22nd, 2018	FALSE	He goes in for the Iran deal, he never leaves.	The #irandeal ultimately would have guaranteed Iran a nuclear bomb capable of reaching the US.	unrelated	unknown	
ai	422	6003	http://politifact.com/truth-o-meter/statements/2015/sep/03/john-kerry/john-kerry-says-iran-nuclear-agreement-never-sunse/	on Thursday, September 3rd, 2015	Half-True	He goes in for the Iran deal, he never leaves.	The nuclear agreement with Iran "never sunsets. There's no sunset in this agreement."	unrelated	unknown	
ai	422	4885	http://politifact.com/colorado/statements/2016/jun/02/jon-keyser/keyser-says-obama-bennet-want-give-iran-nukes-deal/	on Thursday, June 2nd, 2016	Pants on Fire!	He goes in for the Iran deal, he never leaves.	Says "Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it."	unrelated	unknown	
ai	422	4435	http://politifact.com/nevada/statements/2016/aug/23/jacky-rosen/did-jacky-rosen-flip-flop-iran-nuclear-deal/	on Tuesday, August 23rd, 2016	Half Flip	He goes in for the Iran deal, he never leaves.	Onthe Iran nuclear deal	unrelated	unknown	
ai	425	2038	http://politifact.com/new-york/statements/2018/may/24/donald-trump/schumer-once-opposed-iran-nuclear-deal-he-now-supp/	on Thursday, May 24th, 2018	TRUE	He would have  could have made a much better deal.	Senator Cryin Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama,  then Voted AGAINST it! Now he says I should not have terminated the deal	not-claim	not-claim	The input claim is always going to be true as there is a way to make it better. hence, it is not interesting.
ai	431	4886	http://politifact.com/truth-o-meter/statements/2016/jun/02/donald-trump/donald-trump-wrong-accusing-hillary-clinton-lying-/	on Thursday, June 2nd, 2016	Mostly False	Look, it was very, very nasty with Little Rocket Man and with the buttons  and, you know, my button's bigger than  everybody said this guy's going to get us into nuclear war.	Says Hillary Clinton has spoken "such lies about my foreign policy. They said I want Japan to  get nuclear weapons. Give me a break."	unrelated	unknown	
ai	433	4814	http://politifact.com/truth-o-meter/statements/2016/jun/19/priorities-usa-action/super-pac-ad-says-trump-likes-war-even-nuclear-lac/	on Sunday, June 19th, 2016	Half-True	The nuclear war would have happened if you had weak people.	Says Donald Trump has said he loves war, "including with nukes."	not-claim	not-claim	
ai	433	4867	http://politifact.com/truth-o-meter/statements/2016/jun/06/hillary-clinton/hillary-clinton-says-donald-trump-argued-us-should/	on Monday, June 6th, 2016	Mostly True	The nuclear war would have happened if you had weak people.	Says Donald Trump said the U.S. should "encourage" Japan to get nuclear weapons.	not-claim	not-claim	
ai	433	4886	http://politifact.com/truth-o-meter/statements/2016/jun/02/donald-trump/donald-trump-wrong-accusing-hillary-clinton-lying-/	on Thursday, June 2nd, 2016	Mostly False	The nuclear war would have happened if you had weak people.	Says Hillary Clinton has spoken "such lies about my foreign policy. They said I want Japan to  get nuclear weapons. Give me a break."	not-claim	not-claim	
ai	466	2165	http://politifact.com/truth-o-meter/statements/2018/apr/22/donald-trump/trump-wrongly-says-north-korea-has-agreed-denuclea/	on Sunday, April 22nd, 2018	FALSE	They've given up denuclearization, testing, research.	SaysNorth Korea has "agreed to denuclearization."	agree	FALSE	
ai	466	2311	http://politifact.com/truth-o-meter/statements/2018/mar/14/blog-posting/hannitys-double-standard-north-korea-trump-and-oba/	on Wednesday, March 14th, 2018	Mostly True	They've given up denuclearization, testing, research.	SaySean Hannity said in 2008 that Obamas willingness to meet with North Korea was "disturbing"while Trumps "willingness to meet with North Korea is a huge foreign policy win."	unrelated	unknown	
ai	466	1967	http://politifact.com/truth-o-meter/statements/2018/jun/13/donald-trump/bill-clinton-north-korea-3-billion-nuclear/	on Wednesday, June 13th, 2018	Mostly False	They've given up denuclearization, testing, research.	Says Bill Clinton "spent $3 billion and got nothing. And (North Korea) started making nuclear weapons a day later."	unrelated	unknown	
ai	473	15504	http://politifact.com/truth-o-meter/statements/2009/oct/27/bill-oreilly/oreilly-accuses-media-not-following-foxs-lead-anit/	on Tuesday, October 27th, 2009	FALSE	And in all fairness to Fox, you guys don't always treat me great but you treat me fairly.	When White House communications director Anita Dunn said that Mao Tsetung was "one of her favorite philosophers, only Fox News picked that up."	unrelated	unknown	
ai	492	13288	http://politifact.com/truth-o-meter/statements/2011/apr/08/donald-trump/donald-trump-says-his-show-no-1-nbc-he-right/	on Friday, April 8th, 2011	Half-True	I don't  and by the way, I made them a fortune with THE APPRENTICE.	I have the No. 1 show on NBC.	discuss	unknown	
ai	492	4090	http://politifact.com/truth-o-meter/statements/2016/oct/20/hillary-clinton/hillary-clinton-says-donald-trump-claims-emmys-wer/	on Thursday, October 20th, 2016	Half-True	I don't  and by the way, I made them a fortune with THE APPRENTICE.	There was even a time when (Donald Trump) didn't get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged.	unrelated	unknown	
ai	492	6235	http://politifact.com/truth-o-meter/statements/2015/jul/06/donald-trump/donald-trumps-art-deal-best-selling-business-book-/	on Monday, July 6th, 2015	FALSE	I don't  and by the way, I made them a fortune with THE APPRENTICE.	Says his book,The Art of the Deal,is "the No. 1 selling business book of all time."	unrelated	unknown	
ai	537	4327	http://politifact.com/truth-o-meter/statements/2016/sep/14/hillary-clinton/clinton-ad-trump-management-was-charged-discrimina/	on Wednesday, September 14th, 2016	TRUE	Look, I'm fighting a battle against a horrible group of deepseated people  drained the swamp  that are coming up with all sorts of phony charges against me, and they're not bringing up real charges against the other side.	Trump Management was charged with discriminating against AfricanAmericans and breaking federal law.	agree	unknown	
ai	540	3312	http://politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trumps-mostly-false-claim-clapper-said-no-collusio/	on Friday, May 12th, 2017	Mostly False	It's a witch hunt and they know that and I've been able to message it.	Says James Clapper "and virtually everyone else" said "there is no collusion" in the Russia investigation findings.	discuss	unknown	
ai	540	1766	http://politifact.com/punditfact/statements/2018/aug/06/americanjournalreviewcom/article-wrong-clapper-said-obama-behind-trump-russ/	on Monday, August 6th, 2018	FALSE	It's a witch hunt and they know that and I've been able to message it.	James Clapper Flips On Live TV, Admits Obama Behind Entire Russia Witch Hunt! (Video)	discuss	unknown	
ai	540	1179	http://politifact.com/truth-o-meter/statements/2018/dec/19/donald-trump/no-evidence-fbi-officials-texts-deliberately-erase/	on Wednesday, December 19th, 2018	Pants on Fire!	It's a witch hunt and they know that and I've been able to message it.	Says 19,000 text messages exchanged between former FBI officials that were "purposely and illegally deleted ... would have explained (the special counsel investigation) hoax."	agree	unknown	
ai	540	2960	http://politifact.com/truth-o-meter/statements/2017/aug/29/joe-arpaio/arpaio-falsely-ties-conviction-obama-administratio/	on Tuesday, August 29th, 2017	FALSE	It's a witch hunt and they know that and I've been able to message it.	Says his conviction is "a political witch hunt by holdovers in the Obama justice department."	agree	unknown	
ai	540	1048	http://politifact.com/truth-o-meter/statements/2019/feb/07/donald-trump/Yes-President-Trump-Congress-also-investigated/	on Thursday, February 7th, 2019	Mostly False	It's a witch hunt and they know that and I've been able to message it.	The Dems and their committees are going nuts. The Republicans never did this to President Obama.	unrelated	unknown	
ai	540	2557	http://politifact.com/california/statements/2018/jan/02/donald-trump/trumps-false-claim-dianne-feinstein-said-there-no-/	on Tuesday, January 2nd, 2018	FALSE	It's a witch hunt and they know that and I've been able to message it.	Said Dianne Feinstein said "there is no collusion" between the Trump campaign and Russia.	discuss	unknown	
ai	540	3314	http://politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trump-calls-trump-russia-story-made-/	on Friday, May 12th, 2017	Pants on Fire!	It's a witch hunt and they know that and I've been able to message it.	This Russia thing with Trump and Russia is a madeup story. It's an excuse by the Democrats for having lost an election that they should've won.	unrelated	unknown	
ai	545	1849	http://politifact.com/truth-o-meter/statements/2018/jul/17/donald-trump/donald-trumps-questionable-claim-electoral-college/	on Tuesday, July 17th, 2018	FALSE	It was what the Democrats used to try and make an excuse for their loss of an election  for their loss of the Electoral College that they should never lose because the Electoral College is set up perfectly for the Democrats and this was an absolute total beating in the Electoral College.	The Electoral College is much more advantageous for Democrats.	agree	FALSE	
ai	545	3945	http://politifact.com/truth-o-meter/statements/2016/nov/14/blog-posting/no-donald-trump-not-beating-hillary-clinton-popula/	on Monday, November 14th, 2016	Pants on Fire!	It was what the Democrats used to try and make an excuse for their loss of an election  for their loss of the Electoral College that they should never lose because the Electoral College is set up perfectly for the Democrats and this was an absolute total beating in the Electoral College.	Final election 2016 numbers Trump won the popular vote.	unrelated	unknown	
ai	545	3924	http://politifact.com/wisconsin/statements/2016/nov/21/reince-priebus/despite-losing-popular-vote-donald-trump-won-elect/	on Monday, November 21st, 2016	FALSE	It was what the Democrats used to try and make an excuse for their loss of an election  for their loss of the Electoral College that they should never lose because the Electoral College is set up perfectly for the Democrats and this was an absolute total beating in the Electoral College.	Says Donald Trump's presidential victory was "an electoral landslide."	agree	FALSE	
ni	545	1849	http://politifact.com/truth-o-meter/statements/2018/jul/17/donald-trump/donald-trumps-questionable-claim-electoral-college/	on Tuesday, July 17th, 2018	FALSE	It was what the Democrats used to try and make an excuse for their loss of an election  for their loss of the Electoral College that they should never lose because the Electoral College is set up perfectly for the Democrats and this was an absolute total beating in the Electoral College.	The Electoral College is much more advantageous for Democrats.	repeated	repeated	
ai	546	1849	http://politifact.com/truth-o-meter/statements/2018/jul/17/donald-trump/donald-trumps-questionable-claim-electoral-college/	on Tuesday, July 17th, 2018	FALSE	They should never lose the Electoral College and they did	The Electoral College is much more advantageous for Democrats.	unrelated	unknown	
ai	546	3878	http://politifact.com/truth-o-meter/statements/2016/dec/12/donald-trump/donald-trumps-electoral-college-victory-was-not-ma/	on Monday, December 12th, 2016	FALSE	They should never lose the Electoral College and they did	We had a massive landslide victory, as you know, in the Electoral College.	agree	unknown	special case
ai	546	3924	http://politifact.com/wisconsin/statements/2016/nov/21/reince-priebus/despite-losing-popular-vote-donald-trump-won-elect/	on Monday, November 21st, 2016	FALSE	They should never lose the Electoral College and they did	Says Donald Trump's presidential victory was "an electoral landslide."	agree	unknown	special case
ai	546	3939	http://politifact.com/georgia/statements/2016/nov/16/various-media-reports/newt-gingrich-has-said-he-favors-using-popular-vot/	on Wednesday, November 16th, 2016	TRUE	They should never lose the Electoral College and they did	Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.	unrelated	unknown	
ai	546	2902	http://politifact.com/punditfact/statements/2017/sep/15/young-conservatives/website-passes-along-dubious-claims-about-fraudule/	on Friday, September 15th, 2017	FALSE	They should never lose the Electoral College and they did	Mass voter fraud just discovered, to the amount that could void Hillarys victory In New Hampshire.	unrelated	unknown	
ai	546	3945	http://politifact.com/truth-o-meter/statements/2016/nov/14/blog-posting/no-donald-trump-not-beating-hillary-clinton-popula/	on Monday, November 14th, 2016	Pants on Fire!	They should never lose the Electoral College and they did	Final election 2016 numbers Trump won the popular vote.	unrelated	unknown	
ai	546	3913	http://politifact.com/truth-o-meter/statements/2016/nov/28/donald-trump/donald-trumps-pants-fire-claim-millions-illegal-vo/	on Monday, November 28th, 2016	Pants on Fire!	They should never lose the Electoral College and they did	Says he "won the popular vote if you deduct the millions of people who voted illegally."	unrelated	unknown	
ai	553	2282	http://politifact.com/truth-o-meter/statements/2018/mar/21/donald-trump/fact-checking-donald-trumps-claims-about-Mueller/	on Wednesday, March 21st, 2018	Half-True	The people that are doing the investigation  you have 13 people that are Democrats.	Robert Muellers investigative team has "13 hardened Democrats, some big Crooked Hillary supporters, and Zero Republicans."	agree	unknown	
ni	553	2282	http://politifact.com/truth-o-meter/statements/2018/mar/21/donald-trump/fact-checking-donald-trumps-claims-about-Mueller/	on Wednesday, March 21st, 2018	Half-True	The people that are doing the investigation  you have 13 people that are Democrats.	Robert Muellers investigative team has "13 hardened Democrats, some big Crooked Hillary supporters, and Zero Republicans."	repeated	repeated	
ai	555	5199	http://politifact.com/punditfact/statements/2016/mar/28/grover-norquist/grover-norquist-says-state-department-employees-se/	on Monday, March 28th, 2016	FALSE	You have people that worked on Hillary Clinton's foundation.	Under Hillary Clinton, State Department "officials were sending official thankyous to people who gave to the Clinton Foundation."	unrelated	unknown	
ai	559	2168	http://politifact.com/truth-o-meter/statements/2018/apr/20/donald-trump/trump-falsely-says-comey-memos-disprove-collusion-/	on Friday, April 20th, 2018	Pants on Fire!	I love the FBI, the FBI loves me.	James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION	not-claim	not-claim	
ai	560	2540	http://politifact.com/florida/statements/2018/jan/05/elizabeth-foley/taking-closer-look-steele-dossier-and-carter-pages/	on Friday, January 5th, 2018	Mostly False	But the top people in the FBI, headed by Comey, were crooked.	Says James Comey suggested and CNN reported that the basis of the wiretappingwarrant for Trump adviser Carter Page was "all based on a dossier."	unrelated	unknown	
ai	560	4121	http://politifact.com/truth-o-meter/statements/2016/oct/18/donald-trump/fbi-director-james-comey-says-donald-trump-has-it-/	on Tuesday, October 18th, 2016	FALSE	But the top people in the FBI, headed by Comey, were crooked.	Says Hillary Clinton was "let off the hook" for her email scandal while Gen. David Petraeus had his life "destroyed for doing far, far less."	unrelated	unknown	
ai	560	4024	http://politifact.com/truth-o-meter/statements/2016/oct/30/hillary-clinton/clinton-wrongly-says-fbi-director-sent-letter-abou/	on Sunday, October 30th, 2016	FALSE	But the top people in the FBI, headed by Comey, were crooked.	Says FBI Director James Comeys letter about new developments in the investigation into her emails "only" went "to Republican members of the House."	unrelated	unknown	
ai	560	4000	http://politifact.com/truth-o-meter/statements/2016/nov/02/donald-trump/trump-says-twitter-google-facebook-buried-clinton-/	on Wednesday, November 2nd, 2016	FALSE	But the top people in the FBI, headed by Comey, were crooked.	Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!	unrelated	unknown	
ai	560	4688	http://politifact.com/truth-o-meter/statements/2016/jul/15/donald-trump/donald-trump-mischaract-fbi-director-comment-about/	on Friday, July 15th, 2016	FALSE	But the top people in the FBI, headed by Comey, were crooked.	Just look at what the FBI director said about her (Hillary Clinton)  her misconduct is a disgrace and embarrassment to our country.	unrelated	unknown	
