line_number	vclaim_id	sentence	vclaim	comment-1	comment-2	comment-3	stance-1	stance-2	stance-3	stance	verdict-1	verdict-2	verdict-3	verdict
458	16550	And we want walls that you can see through in a sense.	Fences have not worked. The Great Wall of China, the Berlin Wall. That's not good among peoples, especially friends like the United States and Mexico.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
460	2226	But we're starting to fix a lot of the walls.	Rep. Robert Pittenger "stood against funding for the border wall."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
460	1138	But we're starting to fix a lot of the walls.	When I say Mexico is going to pay for the wall, that's what I said. Mexico is going to pay. I didn't say they're going to write me a check for $20 billion or $10 billion.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
460	861	But we're starting to fix a lot of the walls.	We could build 30 walls with the $150 billion Obama gave to Iran.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
467	1988	And that wall is also going to help us, very importantly, with the drug problem, and the massive amounts of drugs that are pouring across the southern border.	The bulk of the problem with the opioid epidemic is the fentanyl and all the synthetic drugs coming across the southern border.				agree	agree	agree	agree	unknown	unknown	TRUE	unknown
467	4101	And that wall is also going to help us, very importantly, with the drug problem, and the massive amounts of drugs that are pouring across the southern border.	Heroin .. pours across our southern borders.		partial		agree	agree	agree	agree	unknown	unknown	TRUE	unknown
467	1133	And that wall is also going to help us, very importantly, with the drug problem, and the massive amounts of drugs that are pouring across the southern border.	The facts are, the majority of opioids and all kinds of other things that are connected to the opioids are coming through the point of entry.				agree	unrelated	agree	agree	unknown	unknown	TRUE	unknown
467	4336	And that wall is also going to help us, very importantly, with the drug problem, and the massive amounts of drugs that are pouring across the southern border.	Heroin comes in the United States "from the southern border."				agree	agree	agree	agree	unknown	unknown	TRUE	unknown
467	2442	And that wall is also going to help us, very importantly, with the drug problem, and the massive amounts of drugs that are pouring across the southern border.	100% of heroinfentanyl epidemic is because we don't have a WALL.				agree	discuss	agree	agree	FALSE	unknown	FALSE	FALSE
467	2214	And that wall is also going to help us, very importantly, with the drug problem, and the massive amounts of drugs that are pouring across the southern border.	The Coast Guard confiscated 200 tons of contraband, heroin, and so forth. At the border they collected 20 tons.				agree	unrelated	agree	agree	unknown	unknown	TRUE	unknown
467	2863	And that wall is also going to help us, very importantly, with the drug problem, and the massive amounts of drugs that are pouring across the southern border.	So now they take drugs, literally, and they throw it, a hundred pounds of drugs. They throw it over the wall, they have catapults, but they throw it over the wall, and it lands and it hits somebody on the head.				discuss	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
467	2492	And that wall is also going to help us, very importantly, with the drug problem, and the massive amounts of drugs that are pouring across the southern border.	Mexico is "now rated the number one most dangerous country in the world."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
467	14741	And that wall is also going to help us, very importantly, with the drug problem, and the massive amounts of drugs that are pouring across the southern border.	Transporting drugs "is the price of admission" for people crossing the border illegally.				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
471	1138	So you put pressure, but believe me, one way or the other, we're going to get that wall.	When I say Mexico is going to pay for the wall, that's what I said. Mexico is going to pay. I didn't say they're going to write me a check for $20 billion or $10 billion.	not-claim?			discuss	not-claim	not-claim	not-claim	unknown	not-claim	unknown	unknown
471	1596	So you put pressure, but believe me, one way or the other, we're going to get that wall.	Says Nancy Pelosi said, "Building a wall will violate the rights of millions of illegals."				unrelated	not-claim	not-claim	not-claim	unknown	not-claim	unknown	unknown
473	4236	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	Says Hillary Clinton "wants to bring in thousands of refugees to America from all around the world without any kind of security screening."	promise not a claim			not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
473	4142	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	Refugees are subject to more rigorous screening than the average tourist in the U.S.	promise not a claim			not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
473	4636	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	Says Hillary Clinton "has called for a radical 550 percent increase in Syrian ... refugees . . . despite the fact that theres no way to screen these refugees in order to find out who they are or where they come from."	promise not a claim			not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
473	4842	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	Says Hillary Clinton "plans to massively increase admissions (of Middle East refugees)  including a 500 percent increase in Syrian refugees coming into our country."	promise not a claim			not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
473	4169	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	These are radical Islamic terrorists, and (Hillary Clinton) won't even mention the word.	promise not a claim			not-claim	not-claim	agree	not-claim	not-claim	not-claim	unknown	not-claim
473	3706	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	ISIS is already using the rhetoric from the Trump administration, the text of this executive order, to incite attacks against us and to recruit more terrorists to their side.	promise not a claim			not-claim	not-claim	disagree	not-claim	not-claim	not-claim	unknown	not-claim
473	4252	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	Says "Hillary Clinton's plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs."	promise not a claim			not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
473	6644	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	U.S. military involvement in Libya "allowed thousands of surfacetoair missiles to fall into the hands of radical Islamists."	promise not a claim			not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
473	2734	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	Says diversity visa immigrants are not vetted.	promise not a claim			not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
473	3610	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	According to data provided by the Department of Justice, the vast majority of individuals convicted of terrorism and terrorismrelated offenses since 911 came here from outside of our country.	promise not a claim			not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
473	4222	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	On Tim Kaine "In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission."	promise not a claim			not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
473	4445	That's why we're implementing tough new vetting and screening protocols to keep radical Islamic terrorists out of our country.	We admit about 100,000 permanent immigrants from the Middle East every year.	promise not a claim			not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
474	4066	You look at what just happened in Spain and so many other places.	ISIS is in 32 countries.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
508	5484	Insurance companies come in, your prices go way down.	Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.				unrelated	unrelated	disagree	unrelated	unknown	unknown	unknown	unknown
508	8561	Insurance companies come in, your prices go way down.	Republicans have proposed dozens of (health care) solutions designed to help control costs and improve quality.				discuss	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
508	16234	Insurance companies come in, your prices go way down.	Every family health insurance policy has "a $900 hidden tax" to subsidize health care costs of the uninsured.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
508	15591	Insurance companies come in, your prices go way down.	Health reform will "give every American the same opportunity" to buy health insurance the way members of Congress do.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
508	15931	Insurance companies come in, your prices go way down.	John McCain's health care plan "leaves you on your own to pay McCains health insurance tax."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
508	11476	Insurance companies come in, your prices go way down.	Says the federal government "tells health insurance companies how much money they're allowed to keep of what they receive in revenues  15 percent."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
509	3620	Arizona is a disaster in terms of the price increase of your insurance, 116 percent interest.	Obamacare premiums nationwide have increased by double and triple digits.				discuss	discuss	agree	discuss	unknown	unknown	unknown	unknown
509	3978	Arizona is a disaster in terms of the price increase of your insurance, 116 percent interest.	Says Nevadans will have a "doubledigit hike in their Obamacare premiums for the year" and "10 of Nevadas 16 counties will only have one Obamacare...exchange insurer"				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
509	3718	Arizona is a disaster in terms of the price increase of your insurance, 116 percent interest.	Obamacare is "hurting people right now" with premium increases of up to 116 percent.				agree	agree	agree	agree	unknown	TRUE	TRUE	TRUE
509	15581	Arizona is a disaster in terms of the price increase of your insurance, 116 percent interest.	Medicare began as a public option and now holds 97 percent of the market share.				discuss	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
509	3517	Arizona is a disaster in terms of the price increase of your insurance, 116 percent interest.	Under the Republican health care repeal proposal North Carolina faces the 2nd highest premium increase in the nation. North Carolina residents will face an average cost increase of over $7,500.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
509	5817	Arizona is a disaster in terms of the price increase of your insurance, 116 percent interest.	Because of Obamacare "peoples premiums ...are going up 35, 45, 55 percent."				discuss	discuss	agree	discuss	unknown	unknown	unknown	unknown
509	5380	Arizona is a disaster in terms of the price increase of your insurance, 116 percent interest.	With Obamacare,"You have no options ..you can't get competitive bidding."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
529	4848	And by the way, would have been great healthcare for Arizona.	30,000 Arizonans may have no choice on Affordable Care Act coverage.				not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
529	959	And by the way, would have been great healthcare for Arizona.	We have a president who wanted to throw 32 million people off of the health care they had.				not-claim	not-claim	disagree	not-claim	not-claim	not-claim	unknown	not-claim
529	6123	And by the way, would have been great healthcare for Arizona.	Says Donald Trump is for a singlepayer health care system.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
531	5849	So the Democrats have no ideas, no policy, no vision for the country other than total socialism and maybe, frankly, a step beyond socialism from what I'm seeing.	Bernie Sanders admits he is a Democratic Socialist.  Nazis were Democratic Socialists.				agree	agree	agree	agree	unknown	unknown	FALSE	unknown
531	6069	So the Democrats have no ideas, no policy, no vision for the country other than total socialism and maybe, frankly, a step beyond socialism from what I'm seeing.	The number of people who "believeinsocialism ...is increasing."				discuss	unrelated	discuss	discuss	unknown	unknown	unknown	unknown
531	10963	So the Democrats have no ideas, no policy, no vision for the country other than total socialism and maybe, frankly, a step beyond socialism from what I'm seeing.	Says Barack Obama is a socialist.				agree	agree	agree	agree	unknown	unknown	FALSE	unknown
531	10849	So the Democrats have no ideas, no policy, no vision for the country other than total socialism and maybe, frankly, a step beyond socialism from what I'm seeing.	Says "Barack Obama and his team" are "socialists in every respect of the word."				agree	agree	agree	agree	unknown	unknown	FALSE	unknown
531	15864	So the Democrats have no ideas, no policy, no vision for the country other than total socialism and maybe, frankly, a step beyond socialism from what I'm seeing.	Obama would "experiment with socialism."		date		agree	unrelated	agree	agree	unknown	unknown	FALSE	unknown
531	11834	So the Democrats have no ideas, no policy, no vision for the country other than total socialism and maybe, frankly, a step beyond socialism from what I'm seeing.	Says President Barack Obama "is a socialist."				agree	agree	agree	agree	unknown	unknown	FALSE	unknown
531	15546	So the Democrats have no ideas, no policy, no vision for the country other than total socialism and maybe, frankly, a step beyond socialism from what I'm seeing.	All the talk about socialism during the campaign made young people more interested in it by Election Day.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
531	12484	So the Democrats have no ideas, no policy, no vision for the country other than total socialism and maybe, frankly, a step beyond socialism from what I'm seeing.	Says Florida U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are Socialists.				agree	agree	agree	agree	unknown	unknown	FALSE	unknown
531	1412	So the Democrats have no ideas, no policy, no vision for the country other than total socialism and maybe, frankly, a step beyond socialism from what I'm seeing.	Voting for "any Democrat" gets you "socialism ... undefended open borders ... immediate tax increases ... 100 percentgovernmentrun health care ..."				agree	agree	agree	agree	FALSE	unknown	FALSE	FALSE
533	1486	Under they're plan for America, your taxes will double or triple, your service will diminish and your borders will be left wide open for everybody to come in and enjoy our country.	Says Washingtons Kim Schrier has a plan to eliminate employerprovided health coverage, double income taxes and put your care "in the hands of government bureaucrats."				agree	agree	unrelated	agree	unknown	unknown	unknown	unknown
533	4019	Under they're plan for America, your taxes will double or triple, your service will diminish and your borders will be left wide open for everybody to come in and enjoy our country.	Says Hillary Clinton "wants to let people just pour in. You could have 650 million people pour in and we do nothing about it. Think of it. Thats what could happen. You triple the size of our country in one week."				agree	agree	agree	agree	unknown	unknown	FALSE	unknown
533	1412	Under they're plan for America, your taxes will double or triple, your service will diminish and your borders will be left wide open for everybody to come in and enjoy our country.	Voting for "any Democrat" gets you "socialism ... undefended open borders ... immediate tax increases ... 100 percentgovernmentrun health care ..."				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
533	5484	Under they're plan for America, your taxes will double or triple, your service will diminish and your borders will be left wide open for everybody to come in and enjoy our country.	Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
533	4096	Under they're plan for America, your taxes will double or triple, your service will diminish and your borders will be left wide open for everybody to come in and enjoy our country.	Says Hillary Clinton's "plan is going to raise taxes and even double your taxes."				agree	agree	agree	agree	unknown	unknown	FALSE	unknown
535	959	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	We have a president who wanted to throw 32 million people off of the health care they had.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
535	5361	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
535	1717	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	Says Mike Braun has supported two proposals and a lawsuit to end coverage for people with preexisting conditions.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
535	5484	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
535	8521	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	(U.S. Rep. Jack Kingston) voted to fund (Obamacare).				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
535	6980	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	In the 2014 elections, "the American people overwhelmingly said we don't want Obamacare  and we don't want amnesty."				agree	unrelated	unrelated	unrelated	FALSE	unknown	unknown	unknown
535	3702	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	Says Republicans are "organizing to take peoples health care away."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
535	7966	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.				discuss	unrelated	discuss	discuss	unknown	unknown	unknown	unknown
535	8459	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	Kathleen Peters refuses to take a stand to repeal Obamacare.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
535	5985	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	Says Donald Trump "wants to replace" Obamacare "with a singlepayer system."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
535	1342	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	President Donald Trump even referred to one of (Kevin) Cramers health care repeal bills as 'mean'because the bill gutted protections for North Dakotans with preexisting conditions.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
535	7016	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	Every new Republican member of the U.S. Senate said they "will vote to repeal and replace Obamacare."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
535	7512	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	Says U.S. House candidate Carlos Curbelo "opposes the repeal of Obamacare."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
535	1628	Obamacare is a disaster and think  think, we were just one vote away from victory after seven years of everybody proclaiming repeal and replace.	Says Steve Chabot "voted to strip insurance protections for preexisting conditions."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
554	7512	But we are going to get rid of Obamacare.	Says U.S. House candidate Carlos Curbelo "opposes the repeal of Obamacare."				disagree	disagree	not-claim	disagree	unknown	unknown	unknown	unknown
554	3558	But we are going to get rid of Obamacare.	The House Republican health care "plan doesn't get rid of Medicaid expansion."				unrelated	unrelated	not-claim	unrelated	unknown	unknown	unknown	unknown
554	5001	But we are going to get rid of Obamacare.	Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.				unrelated	unrelated	not-claim	unrelated	unknown	unknown	unknown	unknown
554	1306	But we are going to get rid of Obamacare.	Says he didn't support the lawsuit to repeal the Affordable Care Act.				discuss	unrelated	not-claim	not-claim	unknown	unknown	unknown	unknown
554	2576	But we are going to get rid of Obamacare.	We essentially repealed Obamacare because we got rid of the individual mandate... and that was a primary source of funding of Obamacare.				agree	agree	not-claim	agree	unknown	unknown	unknown	unknown
554	8847	But we are going to get rid of Obamacare.	The American people support defunding Obamacare and oppose shutting down the government.		date		unrelated	unrelated	not-claim	unrelated	unknown	unknown	unknown	unknown
554	1426	But we are going to get rid of Obamacare.	John Adcock and Republicans plan for health care "would get rid of coverage altogether for thousands of families and raise premiums on the rest of us."				discuss	discuss	not-claim	discuss	unknown	unknown	unknown	unknown
554	11360	But we are going to get rid of Obamacare.	Polls show Americans are overwhelmingly opposed to Obamacare, especially the individual mandate.				unrelated	unrelated	not-claim	unrelated	unknown	unknown	unknown	unknown
566	9989	Well, it's obvious that we won the state of Arizona, do you agree with that?	In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
570	7642	But if you think about it, Clinton, they spent eight years that they weren't able to get health care.	Says Hillary Clinton's health care plan from the 1990s "had a broader provision in favor of corporate right to back out" of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.				discuss	unrelated	agree	unrelated	unknown	unknown	FALSE	unknown
570	15548	But if you think about it, Clinton, they spent eight years that they weren't able to get health care.	The majority actually want singlepayer health care.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
570	4374	But if you think about it, Clinton, they spent eight years that they weren't able to get health care.	Says "Hillary Clinton has pledged amnesty in her first 100 days, and her plan will provide Obamacare, Social Security, and Medicare for illegal immigrants, breaking the federal budget."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
570	4170	But if you think about it, Clinton, they spent eight years that they weren't able to get health care.	Says Hillary Clinton "wants to go to a singlepayer plan" for health care				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
579	3895	Gruber, who lied about Obamacare, who called everybody fools for believing it.	Obamacare "was invented by liberal academic theorists."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
579	7007	Gruber, who lied about Obamacare, who called everybody fools for believing it.	I don't know who (Jonathan Gruber) is.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
579	6989	Gruber, who lied about Obamacare, who called everybody fools for believing it.	Says Jonathan Gruber was "some adviser who never worked on our staff."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
583	3718	Premiums in other states are going up in numbers that are even higher than the state of Arizona.	Obamacare is "hurting people right now" with premium increases of up to 116 percent.				discuss	discuss	agree	discuss	unknown	unknown	unknown	unknown
583	3620	Premiums in other states are going up in numbers that are even higher than the state of Arizona.	Obamacare premiums nationwide have increased by double and triple digits.				discuss	discuss	agree	discuss	unknown	unknown	unknown	unknown
583	1594	Premiums in other states are going up in numbers that are even higher than the state of Arizona.	Says she voted to stop a new "age tax" under which "Arizonans age 50  over could be charged 5 times more for their health care."				agree	discuss	unrelated	unrelated	unknown	unknown	unknown	unknown
583	9102	Premiums in other states are going up in numbers that are even higher than the state of Arizona.	Says health insurance premiums will rise under Obamacare.				unrelated	discuss	agree	agree	unknown	unknown	unknown	unknown
583	3783	Premiums in other states are going up in numbers that are even higher than the state of Arizona.	Obamacare "is in what the actuaries call a death spiral."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
583	12186	Premiums in other states are going up in numbers that are even higher than the state of Arizona.	Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to "provisions incorporated in the Obamacare legislation, purposely delayed so as not to 'confuse' the 2012 reelection campaigns."		date		discuss	unrelated	agree	agree	unknown	unknown	unknown	unknown
583	1387	Premiums in other states are going up in numbers that are even higher than the state of Arizona.	Obamacare raised premiums by 100 percent and after that 91 percent of the people were covered, but were all paying 100 percent more.				discuss	agree	agree	agree	unknown	unknown	unknown	unknown
583	3517	Premiums in other states are going up in numbers that are even higher than the state of Arizona.	Under the Republican health care repeal proposal North Carolina faces the 2nd highest premium increase in the nation. North Carolina residents will face an average cost increase of over $7,500.				discuss	agree	unrelated	unrelated	unknown	unknown	unknown	unknown
583	8796	Premiums in other states are going up in numbers that are even higher than the state of Arizona.	Domestic violence "is seen as a preexisting" health condition and "women had to pay 50 percent more for health care because of gender ratings," but under Obamacare, "all of that is over."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
583	410	Premiums in other states are going up in numbers that are even higher than the state of Arizona.	With Medicare for All, "study after study has shown that ... the average middleclass families will save $3,000 each and every year on their health care bills."				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
584	10253	Insurance companies are fleeing, and it's gone.	Because of Obamacare, "over the last two years, health care premiums have gone up  it's true  but they've gone up slower than any time in the last 50 years."	context?	related to the previuos claim?		unrelated	unrelated	disagree	unrelated	unknown	unknown	unknown	unknown
584	7086	Insurance companies are fleeing, and it's gone.	Says property insurance rates are going up because Rick Scott signed a bill preventing the state from regulating insurance.	context?			unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
584	15718	Insurance companies are fleeing, and it's gone.	Under a public health care option, 120 million Americans will "lose what they now get from private companies and be forced onto the governmentrun rolls as businesses decide it is more costeffective for them to drop coverage."	context?	unrelated? date		unrelated	discuss	unrelated	unrelated	unknown	unknown	unknown	unknown
584	13096	Insurance companies are fleeing, and it's gone.	President Obamas health care law "represents a government takeover of health care."	context?			unrelated	discuss	unrelated	unrelated	unknown	unknown	unknown	unknown
584	7327	Insurance companies are fleeing, and it's gone.	Under Rick Scott, homeowners are paying higher (home insurance) premiums for less coverage.	context?			unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
584	15272	Insurance companies are fleeing, and it's gone.	The costs for families (in the individual market) for the same type of coverage that they're currently receiving would go down 14 percent to 20 percent.	context?			unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
588	4614	We're reforming the V.A.	Says "Donald Trump is a guy who has called for privatization" of the Veterans Administration.	Too broad?			unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
588	10299	We're reforming the V.A.	Tea Party Congressman Frank Guinta voted for billions in cuts to veterans programs.	Too broad?			unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
588	8809	We're reforming the V.A.	(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.	Too broad?			unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
590	8650	In other words, if you've got to wait for seven days and you're not feeling well, you go see a doctor and we pay for your doctor.	What we said was, you can keep (your plan) if it hasnt changed since the law passed.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
590	4891	In other words, if you've got to wait for seven days and you're not feeling well, you go see a doctor and we pay for your doctor.	We're losing thousands of (veterans) waiting on line because they can't get speedy health care from the Veterans Administration.				not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
590	4360	In other words, if you've got to wait for seven days and you're not feeling well, you go see a doctor and we pay for your doctor.	Says Donald Trump supports "an agenda out there" to privatize the Veterans Affairshealth care system.				not-claim	not-claim	agree	not-claim	not-claim	not-claim	unknown	not-claim
595	3307	If somebody treats our veterans badly, we can fire them.	What does Trumpcare do? Yank tax credits away from veterans unlike any other American.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
595	4614	If somebody treats our veterans badly, we can fire them.	Says "Donald Trump is a guy who has called for privatization" of the Veterans Administration.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
600	3217	I think we've gotten more than anybody, including Harry Truman, who was number one, but they will tell you we've got none.	Rare is the president "who's passed more legislation, who's done more things than what we've done, between the executive orders and the jobkilling regulations that have been terminated."		context		agree	agree	agree	agree	FALSE	unknown	unknown	unknown
600	5338	I think we've gotten more than anybody, including Harry Truman, who was number one, but they will tell you we've got none.	Says "Harry Reid, when asked about the Republican field, said the Republican he likes the best is Donald Trump, and he said, because I can work with him. He'll cut deals."				agree	unrelated	unrelated	unrelated	FALSE	unknown	unknown	unknown
600	3165	I think we've gotten more than anybody, including Harry Truman, who was number one, but they will tell you we've got none.	President Trump has signed more bills into law "than any president previously before at this stage in the game."				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
600	2561	I think we've gotten more than anybody, including Harry Truman, who was number one, but they will tell you we've got none.	We have signed more legislation than anybody. We broke the record of Harry Truman.				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
600	3360	I think we've gotten more than anybody, including Harry Truman, who was number one, but they will tell you we've got none.	President Trump has passed more legislation in his first 100 days than any president since Harry Truman.				discuss	disagree	agree	discuss	unknown	FALSE	unknown	unknown
600	3089	I think we've gotten more than anybody, including Harry Truman, who was number one, but they will tell you we've got none.	Weve signed more bills  and Im talking about through the legislature  than any president ever.				agree	agree	agree	agree	FALSE	unknown	FALSE	FALSE
600	3376	I think we've gotten more than anybody, including Harry Truman, who was number one, but they will tell you we've got none.	Trump has "worked with Congress to pass more legislation in his first 100 days than any president since Truman."				discuss	disagree	agree	discuss	unknown	FALSE	unknown	unknown
602	4457	Accountability so that you can fire people that are treating our veterans badly or aren't doing their jobs.	Says "Marco Rubio wrote and passed bipartisan legislation allowing the VA to fire negligent workers."				not-claim	not-claim	agree	not-claim	not-claim	not-claim	TRUE	not-claim
602	6704	Accountability so that you can fire people that are treating our veterans badly or aren't doing their jobs.	Nine hundred people have been fired since I became secretary (of Veterans Affairs). Weve got 60 people that we fired who have manipulated wait times.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
602	11755	Accountability so that you can fire people that are treating our veterans badly or aren't doing their jobs.	President Obama has "said he is going to cut veterans' benefits."				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
604	3061	We've also obtained historic increase in defense spending to prevent and deter conflict.	We've achieved a historic increase in defense spending to get our troops the support they so richly deserve.				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
604	2799	We've also obtained historic increase in defense spending to prevent and deter conflict.	The president early on called on NATO member countries to step up their contributions ... and as a result of that countries have stepped up contributions toward their own defense.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
